text,majority_label,severity,labels,annotator_ids,targets
<number> announcement that fucking kike drudge just gave me the biggest blue balls,0,Low,"0, 0, 0","3, 4, 1",Jewish
<user> do not treat them jihadi arrest them and shoot them,0,Low,"2, 0, 0","212, 209, 235",Islam
that nigress must be a soy farmer,0,Low,"0, 0, 0","3, 21, 4","Women, African"
remember how we talked about people who tweet in all caps too often are fucking insane and sound dumb as shit well we have one of them in the white house tweeting like that,1,Medium,"1, 1, 1","71, 49, 96",None
i forgot how much talcum xx lies they turned their backs at the mayor for being at the g20 right after the cops execution and missing the swearing in of new cops some turned their backs at the commissioner too these black niggers create racism so they can feel important,0,Low,"0, 0, 2","199, 217, 212","Men, African, Women"
both versions whether censored or not are still written by the fucking kikes to pussify gentiles the kike know that there no such thing as god they made him up,0,Low,"0, 0, 0","64, 9, 4",Jewish
lovren is a fucking joke of a defender he ’ useless,2,High,"2, 1, 2","202, 213, 217","Men, Other, Women, None"
i will bet this is true that it was not terrorism and only an accident abetted by muslims standing in a road way i will also bet the state will ignore that and play up this incident as anti muslim violence to further suppress the native britons,2,High,"2, 2, 0","202, 205, 223","Islam, Arab, Refugee"
well if we did not have moslem kids in this country who parents would strap a bomb to we would not have to worry about this moslems ruin everything,0,Low,"0, 0, 0","18, 4, 9",Islam
<user> <user> i am definitely somewhere on the the ship queer and the homosexual friend spectrum,1,Medium,"1, 1, 1","18, 99, 1",None
i hope all the smart and gorgeous women on gab have a great day let do our part to maga,1,Medium,"1, 1, 1","211, 231, 200",None
send this spear chucking jigaboo to somalia,0,Low,"0, 0, 0","1, 10, 4",African
they found the white bitch who killed the black guy in his own apartment guilty yea bitch you knew what you was doing ‼️,2,High,"2, 1, 2","60, 17, 4","Women, Caucasian, None"
idiotic allowing muslim savages to tell the host how and what to do is a recipe for disaster,0,Low,"2, 0, 0","221, 203, 211",Islam
self respecting women taking w all year,1,Medium,"1, 1, 1","7, 20, 6",None
you sit around watching biggernall while thousands of your women and children are being raped every day and your country is being burned to the ground what good are you ur a worthless pos,2,High,"2, 2, 2","212, 223, 217","Other, Women, None"
y ’ all niggas is hoes,0,Low,"0, 0, 1","235, 209, 224",African
<user> <user> yeah but as people who fall outside of society standard sexual norms maybe theres a reason a lot of queer trans ppl like to talk a bit more openly about their sexuality in certain spaces where they feel safe to do so,1,Medium,"1, 1, 1","1, 17, 9",None
<number> of today problems are due to ppl not wanting to fight like gay marriage where ppl just go oh ha ha that ok it not a big deal and then a few years later you are dealing with transsexuals and pedophiles because you were a pussy back then congratulations pussy,2,High,"0, 2, 2","210, 211, 215","Women, Homosexual"
<user> the same people that give women are hard time for abortion are the same people that hate homosexuals,1,Medium,"1, 1, 1","3, 17, 18",None
an interesting study could be made of the difference between jews who are more or less professional leftists and whiteskin leftists particularly in their mentation over time my theory is whiteskins are less able to handle lying as permanent mo than jews,0,Low,"0, 0, 0","223, 231, 205","Jewish, Caucasian"
lmfao white people being rude bei racist and looking down on asians once again lmfao i am so fking mad,1,Medium,"1, 1, 1","67, 18, 4","Asian, Caucasian, None"
taking a poop is like being raped by your own bowels,1,Medium,"2, 1, 1","233, 215, 202","Other, None"
welcome beaner gangs,0,Low,"0, 2, 0","4, 112, 46","Hispanic, Refugee"
as well as to promote islam and confuse christian values anyone not helping muslim refugees is not a good christian although they believe in the antichrist and christ was just a man,0,Low,"1, 0, 0","200, 223, 231","Islam, Christian, None"
looks like trump screwed us over brietbart reports daca amnesty deal reached with god cursed kike schumer pelosi that the end of trump if it true,0,Low,"0, 0, 1","203, 206, 211","Refugee, Hispanic, Other, Jewish, None"
obama is the ultimate cuck a pretend american a pretend black man in reality a homosexual socialist mangina crypto muslim loser created by the cia trained by the saudis to destroy the strength of america,2,High,"0, 2, 2","235, 217, 205","Men, African, Homosexual"
we do not want legal immigrants unless they are white europeans,2,High,"2, 2, 2","199, 217, 245","Men, African, Refugee, Hispanic, Asian, Caucasian, Arab"
a flower does not love you or hate you it just exists – mike white fumiyasankai forytffjapan <user>,1,Medium,"1, 1, 1","3, 1, 70",None
she always wanna bring this extra gay person out of me 😭 😭 😭 😭,1,Medium,"1, 2, 1","18, 167, 4","Homosexual, None"
<user> cue sjw whining but but but but it not violence when we do it we are good just ask us,2,High,"2, 1, 2","203, 204, 207","Other, None"
nick the spic le <percent> face mr being catholic pedophile is more important than being white,0,Low,"0, 0, 0","83, 4, 15","Christian, Hispanic, Caucasian"
milo something faggy public he so provocative altright gas the filthy kike milo something edgy public he so altright altright gas the filthy kike milo something pedo public wait what altright lol told ya milo gate,0,Low,"0, 0, 0","4, 9, 6",Jewish
come on cunt surely you can dig deep into that insult gab handbook and call me a kike again old man hahaahah,2,High,"0, 2, 2","23, 4, 96","Women, Jewish"
<user> <user> jews and the stupid holocaust myth,0,Low,"0, 0, 0","236, 212, 211",Jewish
stares at my shoes,1,Medium,"1, 1, 1","7, 8, 6",None
such a bad meme are you not able to come up with anything better the only ones i see using it are you and that retard husband of yours,2,High,"2, 2, 2","207, 223, 231","Other, None"
<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0,Low,"0, 2, 0","1, 4, 3",Asian
<user> we can totally tea hoe together tho 🥰,1,Medium,"1, 1, 1","7, 6, 8",None
<user> <user> your being intentionally blind pay attention scripture foretells events related to weather study of scripture and history reveal facts weather is cyclical we are in a recognized eddy grand solar minimum they bring disease famine pestilence civil unrest wars prophesy,1,Medium,"1, 1, 1","70, 1, 39",None
<user> my family considered going to toronto in november for a week long vacation but as white christians do not feel safe in doing so we might get arrested for our own safety,1,Medium,"1, 1, 1","2, 1, 3",None
libtards have no common sense why should we take take moslem refugees when moslem countries will not even take them logistically they are closer ideologically they have the same values,2,High,"1, 2, 2","211, 242, 209","Islam, Refugee, None, Other"
nigger told a lie 😳 naacp leader racial profiling claim challenged after bodycam footage released fox news,0,Low,"0, 0, 2","4, 68, 43",African
it is the white man fault the nigger raped me these people have retard levels that should not be possible,0,Low,"1, 0, 0","211, 209, 231","Women, African, Hispanic, None"
and people like you and your ilk who call people kikes niggers spics sand niggers and mud sharks dumb fuck,0,Low,"0, 0, 2","209, 222, 201","African, Asian, Jewish, Arab, None"
the government of spain has chosen to use police violence against its peaceful citizens because of the way they voted in a public election the globalists plan to destroy the sovereignty of countries and its citizens,1,Medium,"1, 1, 1","200, 225, 211",None
supreme boi stole my lunch money and called me an ugly dyke everyone mass email bighit about this,1,Medium,"1, 1, 1","169, 4, 5","Homosexual, None"
trump needs to throw a dead dog political strategy on the table to distract his retarded base while he signs that daca paper behind their back a missile strike on some irrelevant iranian outpost should do it,2,High,"2, 2, 0","208, 234, 204","Other, Arab"
<user> <user> as an actual hillbilly i would take offense to that if it were not funny,1,Medium,"1, 1, 1","64, 9, 17",None
kick out the niggers and spics too they are all bottom feeders compared to whites and asians,0,Low,"0, 0, 0","220, 248, 210","Asian, African, Hispanic, Caucasian"
counterpoint automatic servers only save money in non nig areas filled with people who respect the bot robots will get destroyed or rendered useless by sub <number> ghetto dwellers,2,High,"0, 2, 2","206, 221, 202","Other, African"
that was the idea unite the minorities against the white edifice chip away with a thousand cuts it why so many minorities idolize act like ghetto thugs now no one wants to be caught on the side of whites because they think we will be defeated someday,1,Medium,"0, 1, 1","244, 211, 209","Other, Hispanic, None"
need a new open face helmet arai shoei,1,Medium,"1, 1, 1","8, 25, 6",None
another putrid muslim troll spews crap,2,High,"2, 2, 0","233, 238, 223",Islam
students interns employees should feel safe in their educational work environments which means that they must be actively anti racist against all forms of misogyny and queer phobic practices it horrifying to hear how harassment was handled and they need to do better,1,Medium,"1, 1, 1","39, 25, 1",None
ab a bitch no matter where he play,1,Medium,"1, 1, 2","6, 4, 43","Men, None"
milton is a kike lover who pretends to be against communism when he promotes degeneracy,0,Low,"0, 0, 0","46, 3, 9",Jewish
she know a nigga be stuntin like a power ranger 💫,1,Medium,"1, 1, 2","4, 6, 69","Men, African, None"
i am atheist i will fight against islam to the death i have seen how vile muzzies are,0,Low,"0, 0, 2","4, 17, 1",Islam
armys follow whoever retweets and likes <user>,1,Medium,"1, 1, 1","222, 209, 235",None
anyway ladies and femme adjacent folk if you ever need to feel empowered enough to fight literally anyone and generally be a colossal bitch please give panty and stocking a go or at least listen to the soundtrack,1,Medium,"1, 1, 1","165, 4, 121","Women, None"
<user> antifa are true patriots these are the brave men and women who show up to confront white supremacists and neo nazis while white supremacists are killing people the right wing media gets more upset because antifa blocked a doorway 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️ 🤦 ‍ ♂️,1,Medium,"1, 1, 1","12, 9, 17",None
sall good i do the same anything form chicongo is usually black or wetback,0,Low,"0, 0, 0","4, 3, 46","African, Hispanic"
did this girl on unbelievable get raped or not like damn bitchh make up your mind,2,High,"2, 2, 2","4, 111, 6",Women
germany schermany go back to weimar republic learn your history nobody likes a puritan except a moslem mud we will modernize these hajjis look at saudi arabia massive changes wimmin vote driving clerics muffled top porn consumer liberation is multifaceted accept it promote it,0,Low,"0, 2, 0","17, 29, 4",Islam
the jews taught whiteskins that reality is a word game and the way you win it is to misrepresent it as brazenly as possible this usually means reversing reality with brazen chutzpah redundant you invert reality you gaslight suckers and you mock normals you keep this up for decades,0,Low,"0, 0, 2","212, 213, 217","Men, Jewish, Women"
who was known to british authorities prior to the attack that sounds so much better than we did nothing to prevent it i am sure grieving parents siblings friends feel much better knowing this raghead was known to the authorities,0,Low,"0, 0, 0","83, 4, 15","Islam, Arab"
<user> did you forget what i told you we really hate you,1,Medium,"1, 1, 1","4, 9, 10",None
so layan aku macam sampah isnt mental torture but tegur that mf bitch is kurang ajar fuck you,2,High,"2, 2, 1","3, 25, 6","Women, None"
proof that sadly trump says some retarded things sometimes,2,High,"2, 2, 2","200, 219, 220",Other
not <percent> jap i am willing to bet there is a generous dollop of hooknose in her blood,2,High,"2, 0, 2","13, 4, 92",Jewish
yo ted mosby was pulling hoes,1,Medium,"1, 1, 2","4, 6, 7","Women, None"
i have yet to see someone animate men the same way women get done any sudden movement and his massive dangle goes jingle jangle,1,Medium,"1, 1, 1","70, 6, 69",None
whats really sad is the folks who apologize for islam and muslims and then create a false equivalent to other religions islam is and always has been a totalitarian ideology mohammed and the koran are very clear fuckislam islamisterror massmigration refugeetrojanhorse,2,High,"2, 2, 0","211, 203, 201",Islam
<number> seconds on the clock the white race is dying do you a get stable income have a large family b get on gab and get really pissed at random people while posting nazi propaganda,2,High,"1, 2, 2","233, 202, 207",Caucasian
<time> real nigga holiday 💙,1,Medium,"1, 1, 1","7, 4, 8","Men, African, None"
many kill lists another bisexual nigger traitor in wh would trigger a million trucks converging on dc full blown running gun battles shtf,0,Low,"2, 0, 0","11, 54, 4","African, Homosexual"
she ra gay only event no hets allowed 🚫,1,Medium,"2, 1, 1","206, 224, 235","None, Homosexual, Heterosexual"
new zealand south of auckland is still ok with few third world immigrants tho lots of chinese in auckland beautiful small distances lovely fresh food lots of jobs tho not great pay housing expensive,2,High,"1, 2, 2","211, 201, 222","Refugee, Asian, None"
<user> same imagine having to remind someone that they have to pay you back the ghetto,2,High,"2, 1, 2","203, 209, 235","Other, None"
<user> <user> disgusting bitch ima beat her ass,2,High,"2, 2, 0","212, 209, 246","Women, None"
fathers day just another day for women to hate on men because women are fucking stupid white people are the best,0,Low,"0, 0, 0","200, 201, 210","Women, Caucasian"
you do lame shit you a lame bitch,2,High,"2, 2, 2","25, 4, 39",Women
good thing she can not you are still a cuck and she still a coal burner aka nigger lover,0,Low,"0, 0, 1","4, 100, 18","Men, African, None, Women"
can not pass a physical can not keep their ship from running into a cargo ship in clear skies can not show up for post on time and bitch when they get diciplined navy headed in the wrong direction,1,Medium,"1, 1, 1","215, 213, 212",None
u hate talkin to the only nigga that can heal u,2,High,"2, 0, 2","205, 213, 209",African
alt left and alt right are both stupid childish and evil let us stop all this bigotry and authoritarianism known as gay pride straight pride man power woman power black power white power and other nonsense and be proud of being individuals and give liberty a chance votelibertarian,1,Medium,"1, 1, 1","232, 203, 246","Men, African, Women, Homosexual, Heterosexual, Other, Caucasian, None"
<user> if you voted labour you would ’ ve voted for the uks kids to be raped and county lined by islam tho,0,Low,"2, 0, 0","202, 213, 217","Men, Women, Other, Islam, Arab"
you are acting like our argument is this is bad do not treat women that way my argument is you are immitating islam stop immitating islam traditional roles are fine islam is not burkas are completely undesirable to men in fact the concept of burkas is retarded no one wants them,2,High,"2, 2, 0","225, 207, 204",Islam
😂 oooh oh i have my entry i call it dead fucking nazis dangling from nooses you nazi faggots like gaystapo,0,Low,"0, 1, 0","237, 211, 208","Homosexual, None"
<number> of americans are mentally retarded,0,Low,"0, 1, 0","230, 212, 211","Other, Indigenous, Caucasian, None"
<user> if they would stop supporting illegal immigrants they would have plenty of funds for the homeless put americans first,0,Low,"0, 2, 0","235, 203, 206",Refugee
<user> because i ’ m not getting violated by <number> faggots who i would slaughter in real life,0,Low,"2, 0, 0","203, 235, 130",Homosexual
probably a few more muzzie refugees would have settled in america with hillary but all in all us judges are stopping all the anti immigration policies of trump,0,Low,"0, 0, 0","4, 140, 46","Islam, Arab, Refugee"
<user> but did he war that she would get that ugly dyke hairstyle,2,High,"2, 2, 0","13, 4, 46","Women, Homosexual"
ya because nigger sheboons are so much better lmao oil driller,2,High,"2, 2, 0","7, 6, 4","Women, African"
conversely without it a stupid field nigger sans chapeau,0,Low,"0, 0, 0","3, 89, 4",African
lil nigga do not jump in that water cause this shit deep,1,Medium,"1, 1, 1","18, 4, 59","Men, None"
even when queers do it only a show henry makow proves that queers are like dogs,2,High,"2, 2, 2","19, 7, 25",Homosexual
<user> i probably do not even need to point this out but still worth nonting that these are all white males,1,Medium,"1, 1, 1","18, 6, 66",None
i hate to break it to you baby boomers but most of you are either democrats or neocons you are just as bad as these liberal retard millenials that are mostly communists and socialists you know the millenials that you raised,2,High,"2, 2, 1","206, 207, 221","Other, None"
g a grown man tying his shoes bunny ears is leaning me,1,Medium,"1, 1, 1","3, 25, 6",None
snow nigger albino chimping out,2,High,"2, 2, 0","7, 6, 4","African, Caucasian"
will i regret tweeting that probably but i fucking hate how that argument always seems to be black and white,1,Medium,"1, 1, 1","39, 10, 121",None
damn i really am into asians lmfao,1,Medium,"1, 1, 1","223, 206, 212",Asian
i think it irresponsible to not recognize the rampant queer transphobia in the black community simply because it is a product of white supremacy bc at times black folks can really take it to another level,1,Medium,"1, 1, 1","9, 10, 54",None
you too old for him hoe lets relax,2,High,"2, 2, 2","25, 7, 4",Women
<user> jews will never be on the blockchain because you can not trust them,2,High,"0, 2, 2","223, 212, 209",Jewish
war is legal because violence is a legitimate means of redressing certain grievances righting certain wrongs and protecting vital interests if it not morally wrong for governments to engage in such violence it not morally wrong for individuals to either,1,Medium,"2, 1, 1","222, 217, 212","Men, Women, None"
<user> wait us muslims too bad move,1,Medium,"1, 1, 1","222, 206, 203",Islam
<user> bitches get one upset stomach and swear they pregnant go fart,2,High,"2, 2, 0","207, 212, 213",Women
another one bites the dust under the threat of expulsion california state sen tony mendoza resigns following sexual harassment investigation,1,Medium,"1, 1, 1","213, 217, 216","Men, None"
senior eu official said it was part of poland push towards self ghettoisation is not that rich another example of liberal globalist transference the only ghetto in the eu are the muslim pig dick suckers ghettos,0,Low,"2, 0, 0","207, 204, 208",Islam
<user> <user> bc he ’ a white man 💋,1,Medium,"1, 1, 1","236, 212, 211","Men, Caucasian, None"
nobody who knows jews likes jews even jews hate jews,0,Low,"0, 2, 0","203, 207, 204",Jewish
they all look so good in white 😭 💗,1,Medium,"1, 1, 1","6, 82, 25",None
the people who are trending go back amit shah are the same people who are using the rohinga anf uhighar muslims as vote banks great decision by <user> to tackle illegal muslim immigrant from bangladesh bjp bjp 4 sonar bangla,1,Medium,"1, 1, 1","6, 10, 9",None
im back bitches,1,Medium,"1, 2, 1","199, 209, 212","Women, None"
lol spin away and use ad hominem attacks because you can not debt on merit synonymous for a white flag too easy next impeachdonaldtrump,1,Medium,"1, 1, 1","223, 200, 202","Other, None"
as a muslim child i never knew whether to be happy or sad when my mother would tell me clean up your room it looks like a bomb has gone off in there,2,High,"2, 1, 2","203, 202, 204","Islam, Other"
today quote from my very gay partner i forgot men could have girlfriends,1,Medium,"1, 1, 1","238, 233, 217","Men, Homosexual, Heterosexual"
the scorning gook of r a c i a l a w a r e n e,0,Low,"1, 0, 0","34, 4, 25","Asian, None"
but are you a nazi fag is even more,2,High,"0, 2, 2","199, 222, 209","Other, Homosexual"
<user> fkn ayye you are so sober up yah big dumb gay faggot ass pussy bitch love yah ed muffin,1,Medium,"1, 2, 1","4, 170, 10","Homosexual, None"
we can not break for these hoes g code,2,High,"2, 2, 2","58, 4, 8",Women
the simple fact is the bowlcast is some great content logically it follows that followers will follow sorry that was nigger tier,0,Low,"0, 2, 0","216, 212, 217","Men, African, Women"
liberal fuckwad kike loser,0,Low,"0, 0, 0","3, 50, 4",Jewish
the racist and negro believe they should have an opinion and shouldn ’ t be opposed nah black gonna get at that negro rb,0,Low,"2, 0, 0","203, 235, 130",African
<user> reply if you ’ re gay,1,Medium,"1, 1, 1","207, 221, 212",Homosexual
actually i am a christian you muzzie loon,0,Low,"0, 2, 0","4, 106, 25",Islam
mandela was a communist nigger from south africa his wife winnie was a criminal mandela lived too long,0,Low,"0, 0, 0","104, 163, 4","Other, African"
you can not go anywhere to avoid cars anymore niggas literally every fuckin where,1,Medium,"1, 1, 1","6, 7, 25",None
how about nigger loving douchebag,0,Low,"0, 0, 0","1, 53, 4",African
<user> <user> finally a woman that is class and not a white trashy one like those sisters we are sick of seeing,2,High,"2, 2, 1","46, 4, 65","Women, Caucasian, None"
just had such a moment flying saa this evening and all of the african air hostesses just boarded and they all look so nice and so happy and i am so happy to see them 😭 😭 😭 fuck guys i have missed home,1,Medium,"1, 1, 1","64, 1, 9",None
fuck that game it gay and retarded,2,High,"2, 2, 2","4, 96, 37","Other, Homosexual, Disability"
<user> <user> <user> <user> <user> do not worry the greatest thing dhs did was making white supremacy a terrorist threat once they make the list victor will suddenly remember he black and switch back,1,Medium,"0, 1, 1","78, 93, 1","Caucasian, None"
if an uninformed person were to watch american tevision black people would appear to represent half the population while latinos asians and native americans would represent <number> this is a lie,2,High,"2, 2, 2","199, 209, 222","Asian, African, Hispanic, Indigenous"
trump just destroyed msm insanely expensive propaganda and cover up of illegal immigrants violence in western cities from usa to europe and he did it with <number> rts,2,High,"1, 2, 2","215, 208, 225","Other, Refugee, None"
<number> years in beto unit for shooting a nigger in the face you,0,Low,"0, 0, 0","46, 18, 59",African
now i know you are lying because the shit you are pulling here do not fly on that faggot ass website it has not for a long time,2,High,"2, 1, 2","233, 221, 211","Homosexual, None"
<user> they bouta see how much cheese them white t boyz really getting,1,Medium,"1, 1, 1","17, 21, 26",None
rafiullah shaheed a young man from levi force was shot dead by unknown men in muslim bagh a levies officer was killed in a bomb blast in lashkar gah on sunday while militants were also killed on the same day three people including mullahaniyev were killed in chaman,1,Medium,"1, 1, 1","17, 37, 38",None
spoken like a kike <user>,0,Low,"0, 0, 0","25, 70, 4","Other, Jewish, Caucasian"
i have never liked netflix netfux so i am cancelling my subscription will buy movies elsewhere and never go to amazon another usa trump hater for streaming videos either putting this nigger cunt on the board and the upcoming male cunt obummer show on netfux has done it for me,0,Low,"0, 2, 0","87, 10, 4","Women, African"
you talk down pride then you end up slaves of the jews i tell you i just cant figure it out crosscucks,2,High,"2, 2, 2","217, 199, 212","Men, Jewish, Islam, Women"
no he has two his dyke wife lost and pissed off the new leftist leader barack hussein obama,0,Low,"0, 0, 0","17, 20, 3","Women, Homosexual"
as the saying goes liberal women hate men because they are surrounded by liberal men,2,High,"1, 2, 2","221, 203, 206","Men, Women, Other"
<user> that gay but do mine,2,High,"2, 1, 2","203, 199, 206",Homosexual
<user> she highkey seems to be one of those deluded sjw liberal muslims lol,1,Medium,"1, 1, 2","221, 215, 207","Islam, None, Other"
what the fuck does matt heimbach think he doing is he really punching right for a kike publication,0,Low,"0, 0, 0","3, 9, 12","Other, Jewish"
<user> <user> <user> an amazing fierce woman because she stayed in a fake marriage with a man who raped sexually assaulted and cheated on her,1,Medium,"1, 1, 1","194, 51, 3",None
<user> no war in syria i will not let anymore kikes have me fight in tribal wars over sand niggers and semites worshipping some shitty bronze age gods,0,Low,"0, 0, 0","199, 200, 201","Islam, Jewish, Arab, African"
my friends amp my boo not tryna drunk with me this is ghetto,1,Medium,"1, 1, 2","211, 199, 247","African, None"
and the new polish pork butchers was not just a small discrete shop tucked at the back of the muslim ghetto it a bloody supermarket with a giant plastic grinning pigs head over the door i must get a pic,2,High,"1, 2, 2","233, 207, 250","Men, Refugee, Women, Homosexual, Heterosexual, Islam, Arab"
and you a nightshade kike sand nigger,0,Low,"0, 2, 0","231, 207, 212","African, Islam, Asian, Jewish, Arab"
there no way this actually happened if he did get raped it was probably by some african or arab for sexual emergency reasons and then he made up the story of a badgoy nazi doing it,2,High,"0, 2, 2","201, 222, 227","African, Arab"
<user> do not kill yourself i will do it come on do not kill your self i will do it it will ruin the trip,1,Medium,"1, 1, 1","9, 1, 17",None
this bitch is so retarded hate speech isn t real cunt,2,High,"2, 2, 2","205, 202, 223","Other, Women, None"
<user> belfast connections tell me gillian anderson was a total bitch filming the fall,2,High,"2, 2, 1","223, 200, 231","Other, None"
<number> you gotta take the good w the bad excluding promoting plotting threatening violence against others tjefferson what do i care as long as it does not pick my pocket or break my leg,1,Medium,"1, 1, 1","205, 202, 223","Other, None"
naw it probably nigger obama fault shift the blame ok i blame the jews whatever please quit the bitch fit with azz it clogging up my gab feed and it retarded thanks,0,Low,"0, 0, 0","199, 217, 245","Men, African, Women, Other, Jewish"
you have not a clue what your talking about neo your obviously a retarded neo con,2,High,"2, 2, 0","204, 224, 225","Other, Jewish"
<user> <user> <number> <number> indeed but un article <number> gives india right to decide it own way to accept or decline the refugees reason india already have <number> billion people and its developing state and also non signatories member of un refugee treaty,1,Medium,"1, 1, 1","17, 64, 54",None
yes faggot cuz this is literally <number> year and nine months old of an issue that at best amounts to a fuck fuck semantic gotcha being retarded is pretty dumb,2,High,"2, 0, 2","210, 220, 212","Other, Homosexual, None"
black men begging for non black women attention where is your pride and spine bitch nigga,1,Medium,"1, 1, 1","18, 83, 4","Men, None"
i need a nigga too love me when i got attitude not catch one cause i ’ m mad 🤨,1,Medium,"1, 1, 1","212, 209, 246",African
trump silence on the blmkidnapping upsets me obama is expected but not trump i thought he was for all americans or like our gov and msm everyone except white and disabled americans,2,High,"1, 2, 2","228, 208, 210","Other, None"
sonny dykes has ruined my stress free smu football fan experience expectations got me all messed up ahead of this game let us go <number> <number> today pony up dallas beat usf,1,Medium,"1, 1, 1","59, 2, 148",None
bitches outside they some sad ass bitches,2,High,"2, 2, 2","7, 4, 25",Women
you idiots are targets because you allow retarded liberals to flood your city with muslims who have no business being in the usa in the first place,0,Low,"0, 0, 0","200, 205, 223","Islam, Arab, Refugee"
someone said dykes be running mcdonald like it the navy lmfao,2,High,"2, 2, 2","35, 83, 4","Women, Homosexual"
this dipshit libtard let us his muzzie gf tell him what to do america was good to you you dumbfuck,0,Low,"0, 2, 0","4, 6, 110","Islam, Women"
quarantime got them muslimah feelin hawrny daia <user>,2,High,"2, 2, 1","202, 213, 233",Islam
<user> yup and maybe we can get the birthrates up enough too when feminism is not encouraging women not to act like women let admit it it the low birthrate that got the eu into this mess,1,Medium,"2, 1, 1","231, 207, 217",Women
brittania brittania <number> hours ago khan has no ideas muslims with low iqs only know how to quote out of their war manual he should never have been elected a muslim can never represent all other ethnics apart from their own inbred people,0,Low,"0, 0, 2","231, 223, 202",Islam
the russians buying that and purging all the blue haired dykes was glorious that may well be the genesis of the russian bot narrative,0,Low,"0, 0, 1","17, 4, 10","Homosexual, None"
ching chong vibration,0,Low,"0, 1, 0","4, 34, 44","Asian, None"
europeans are givin it away the hajis are there to stay the euro thot opens her twat for any shitskin that ain t gay,0,Low,"0, 0, 0","25, 9, 4","Asian, African, Other"
<user> whoa man that pretty homosexual of you you are gonna have to say no homo,1,Medium,"1, 1, 1","10, 9, 1",None
thoughts and prayers for all the evening news editors who had to scrap all those <number> minute gun violence segments,1,Medium,"1, 1, 1","231, 207, 217","Men, Women, None"
some of you niggas be lookin like dykes i follow back like a fool stop setting me up,2,High,"2, 1, 2","4, 10, 1","Homosexual, None"
now do one of vox as a moslem woman getting stoned to death,2,High,"1, 2, 2","199, 217, 205","Islam, Women, Arab"
you first kike commie,0,Low,"0, 0, 0","9, 88, 4",Jewish
<user> unless if someone has a ghetto attitude,2,High,"2, 2, 2","223, 235, 209","Other, None"
maria l <number> year old medicine student from germany raped and killed by a muslim refugee,1,Medium,"1, 2, 1","215, 212, 217","Men, Refugee, Women, Islam, None"
<user> and not just soviet jews were among the most important scientists ever since the astronomy schools of babylon,1,Medium,"1, 1, 1","235, 206, 203","Jewish, None"
thorpe also reveals perhaps less consciously how many liberal jobs are dependent on an abundant flow of refugees – while giving detailed accounts of the refugee swag bag,1,Medium,"1, 2, 1","211, 203, 232","Refugee, None"
but being violent online electric chair memes telling queer women to d*e <censored> because they made art you did not like starting abuse and harrassmeng campains against queer creators with the intent of revenge for your own trauma that part of the culture that contributing to it,1,Medium,"1, 2, 1","9, 6, 18","Homosexual, None"
gb turned into an faggoty and muzzie orwellian shithole on lizzie watch f all these so called nobles they should be dangling from lampposts,0,Low,"0, 0, 0","17, 96, 4","Islam, Homosexual"
i noticed some people talking about valerie jarret being white fact most arabs are caucasian also the name iran means land of aryans fact check me eta it still does not detract from the fact that she a muslim cunt from the planet of the apes,2,High,"2, 0, 2","203, 221, 211","Islam, Women, Arab"
i hate faggots,0,Low,"0, 0, 0","1, 25, 33",Homosexual
the chance of getting me to open up is slim to none gl to whoever tries it will never work,1,Medium,"1, 1, 1","235, 216, 209","Other, None"
well maybe i am the faggot america i am not a part of a redneck agenda now everybody do the propaganda and sing along to the age of paranoia,1,Medium,"2, 1, 1","99, 19, 25","Homosexual, None"
good comment on breitbart attila_the_pun • <number> minutes ago comparing illegal immigrants to legal immigrants is like a store manager saying shoppers and shoplifters are the same thing,1,Medium,"1, 1, 1","200, 210, 199",None
<user> i just want to live for the day when i can see a white man holding up a protest sign in anyone of the countries this nimrod professes to defend leftards are retards maga mcga,2,High,"2, 1, 2","231, 200, 205","Other, Caucasian, None"
uploaded a video the ghetto have invaded from chicago and cali it seems vegas is becoming more of a cesspool,2,High,"2, 2, 0","200, 202, 223","Other, African"
french start backing marine for french president as she says she will stop islam take france out of eu poll lead jump,1,Medium,"1, 1, 2","199, 217, 235","Men, Islam, Women, None"
bra boosie the funniest nigga wit a phone,1,Medium,"1, 1, 1","16, 6, 7",None
<user> cant argue with the fucking retarded,2,High,"2, 2, 2","238, 200, 202",Other
remember christ tried to save the jews and the bastards killed him because he challenged their corrupt authority over what was supposed to be god people god foresaked the jews via christ even god is sick and tired of jews,0,Low,"0, 0, 0","200, 210, 249","Other, Jewish, Christian"
<user> likewise persians are a people with a wonderful and rich history they are not global terrorists ok they have a beef with israel but so does every other muslim country what makes iran the prime target for political attacks when they have never attacked american soil,1,Medium,"1, 1, 1","201, 222, 211","Islam, Arab, None"
<user> 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 i hate you,2,High,"2, 2, 0","212, 207, 221",None
<user> <user> shit thats a lot of white people in one photo pier would love that,1,Medium,"1, 2, 1","224, 223, 208",Caucasian
<user> <user> send an old chinaman to <number> <number> to beat up the old chinese bastard,0,Low,"0, 2, 0","199, 209, 212",Asian
